Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
32,AT-DSTAR,Vorderaelpele,Tisis,OE9XVI,OE9XVI G,438.2,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.20918,9.591069,+1:00
32,AT-DSTAR,FH Wr Neustadt,Wiener Neustadt,OE3XVJ,OE3XVJ G,438.225,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.839,16.24825,+1:00
32,AT-DSTAR,Gruenberg,Schlagen,OE5XGL,OE5XGL G,438.2625,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.8981318,13.8219805,+1:00
32,AT-DSTAR,Nebelstein,Hirschenwies,OE3XNR,OE3XNR G,438.325,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.672816,14.77828,+1:00
32,AT-DSTAR,Poschenhof,Wagrain,OE5XTP,OE5XTP G,438.35,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.02072354491044,13.643034696578981,+1:00
32,AT-DSTAR,Sonnenberg im Leithagebirge,Hornstein,OE4XSB,OE4XSB G,438.3625,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.875443581357835,16.475900647888768,+1:00
32,AT-DSTAR,Hochkogel,Hochkoglberg,OE3XDA,OE3XDA G,438.4,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.034278,14.951167,+1:00
32,AT-DSTAR,Magdalensberg,Ottmanach,OE8XMK,OE8XMK G,438.425,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,46.728051,14.429426,+1:00
32,AT-DSTAR,Senftenbach/Wolfau,Furth,OE5XDN,OE5XDN G,438.425,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.27889,13.40661,+1:00
32,AT-DSTAR,Kaiserkogel,Wehrabach,OE3XPA,OE3XPA G,438.45,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.05978708,15.53965351,+1:00
32,AT-DSTAR,Krahberg,Zams,OE7XKH,OE7XKH G,438.5,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.145919,10.626826,+1:00
32,AT-DSTAR,Krippenstein,Obertraun,OE5XKL,OE5XKL G,438.5,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.524287,13.69208,+1:00
32,AT-DSTAR,Breitenstein,Kirchschlag,OE5XOL,OE5XOL G,438.525,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.4152993,14.27429015,+1:00
32,AT-DSTAR,Gernkogel,Plankenau,OE2XGR,OE2XGR G,438.525,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,47.30755,13.238225,+1:00
32,AT-DSTAR,Wien AKH,Alsergrund,OE1XDS,OE1XDS G,438.525,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,48.22075,16.34684,+1:00
32,AT-DSTAR,Villach LKH,Villach,OE8XVK,OE8XVK G,438.55,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,46.61612,13.85777,+1:00
32,AT-DSTAR,Iselsberg-Stronach,Iselsberg,OE7XLH,OE7XLH G,438.625,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,46.83869,12.84436,+1:00
32,AT-DSTAR,Petzen,Unterort,OE8XPK,OE8XPK G,438.7,DUP-,7.6,DV,OFF,88.5Hz,YES,Exact,46.518507,14.772985,+1:00
